WL,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110
1598.6991,95.4905,98.971,101.886,101.584,98.1431,98.5616,93.3554,100.29,74.0822,95.8594,89.3451,98.6098,101.987,91.0679,96.1046,93.7213,97.9604,93.1009,102.037,100.032,95.8213,106.86,99.4259,106.85,106.108,104.097,108.282,104.841,106.127,101.132,97.999,105.809,107.549,89.2914,86.7429,106.214,105.466,98.1158,102.554,107.368,99.5381,99.5503,100.98,103.19,96.9369,94.895,99.613,94.7407,97.4911,96.7559,97.2061,97.3506,96.6758,98.7768,98.2258,95.8401,96.8596,97.4473,97.2512,96.1902,96.076,94.7339,95.8543,96.3433,117.412,114.344,104.105,116.801,114.528,107.954,115.611,117.222,114.785,116.045,117.786,114.33,114.165,95.9696,116.016,99.3514,96.0561,100.111,99.4533,97.6256,99.7754,98.4482,97.6598,98.4125,100.689,100.105,89.1044,96.7347,86.4958,95.3935,92.5195,95.2007,98.7599,97.4825,91.3632,98.2116,100.566,99.9564,98.981,98.2246,98.3615,98.9115,97.0327,99.4193,100.382,99.5763
1599.6633,95.4462,98.9409,101.846,101.542,98.092,98.5206,93.218,100.187,73.1114,95.7268,88.6768,98.5051,101.897,90.8668,96.083,93.6163,97.9623,92.9298,102.021,100.016,95.6923,106.846,99.2683,106.841,106.098,104.079,108.275,104.754,106.039,101.048,97.7942,105.733,107.494,88.9485,86.4601,106.147,105.383,97.9566,102.468,107.288,99.4352,99.4945,100.877,103.092,96.4429,94.8199,99.5176,94.4215,97.463,96.7406,97.1796,97.3213,96.6292,98.7453,98.1949,95.7856,96.8029,97.3818,97.2061,96.1382,95.9192,94.6488,95.7883,96.2748,117.413,114.345,104.041,116.793,114.511,107.851,115.592,117.214,114.767,116.025,117.78,114.33,114.15,95.9502,116.023,99.3555,96.0561,100.118,99.4358,97.6267,99.7897,98.4575,97.6536,98.4227,100.704,100.124,88.6937,96.745,86.547,95.3351,92.3407,95.1371,98.7628,97.4747,91.499,98.2048,100.572,99.9654,98.9842,98.24,98.3681,98.912,97.0293,99.428,100.395,99.5907
1600.6276,95.3768,98.8725,101.758,101.451,97.9888,98.4246,93.0238,100.009,71.9736,95.5141,88.2434,98.3006,101.702,90.4676,96.1178,93.5793,97.953,92.7354,101.992,99.9849,95.5415,106.827,99.093,106.825,106.081,104.053,108.256,104.73,105.993,100.937,97.5323,105.602,107.379,88.5299,86.1083,106.009,105.223,97.7195,102.302,107.122,99.2481,99.3518,100.682,102.9,96.071,94.658,99.3128,93.975,97.4245,96.7095,97.1323,97.2684,96.5559,98.6845,98.1352,95.7015,96.7118,97.278,97.1233,96.0469,95.7756,94.5204,95.6827,96.1674,117.403,114.334,103.968,116.772,114.483,107.749,115.559,117.191,114.735,115.987,117.758,114.315,114.118,95.9252,116.013,99.3573,96.059,100.127,99.4198,97.6328,99.8075,98.4722,97.6517,98.4366,100.729,100.153,88.5586,96.7556,86.6391,95.278,92.2782,95.0737,98.7674,97.4691,91.6521,98.2041,100.585,99.9774,98.9927,98.2635,98.3781,98.9224,97.0307,99.4455,100.417,99.6106
1601.5918,95.3003,98.7959,101.66,101.354,97.879,98.3206,92.8229,99.8181,70.7148,95.2888,88.1891,98.0781,101.491,89.9294,96.2164,93.6258,97.9414,92.5275,101.961,99.9522,95.3828,106.808,98.9036,106.804,106.06,104.025,108.233,104.785,106.011,100.81,97.2455,105.456,107.252,88.0734,85.7257,105.856,105.044,97.4626,102.123,106.939,99.0418,99.1929,100.474,102.694,95.9575,94.4928,99.0879,93.4883,97.3872,96.6761,97.0821,97.2124,96.4777,98.619,98.0705,95.6142,96.6119,97.166,97.0346,95.9496,95.6974,94.3815,95.569,96.0549,117.381,114.314,103.887,116.743,114.447,107.651,115.518,117.157,114.693,115.94,117.726,114.288,114.077,95.8971,115.991,99.3559,96.0651,100.134,99.4028,97.6376,99.8219,98.4827,97.6481,98.4462,100.754,100.181,88.7421,96.7656,86.771,95.2206,92.3505,95.0082,98.7691,97.4611,91.8131,98.2038,100.598,99.9857,98.9994,98.2884,98.3858,98.934,97.0286,99.4638,100.437,99.6277
1602.556,95.2319,98.7363,101.585,101.283,97.7998,98.2471,92.6555,99.6662,69.3957,95.1072,88.5747,97.9069,101.339,89.3077,96.3719,93.7534,97.9327,92.3153,101.938,99.9293,95.227,106.792,98.7049,106.783,106.037,103.999,108.212,104.922,106.101,100.68,96.9638,105.332,107.152,87.6155,85.3487,105.74,104.899,97.2363,101.987,106.8,98.8719,99.0783,100.319,102.54,96.1733,94.3906,98.9169,93.0393,97.36,96.6521,97.0449,97.1711,96.4143,98.5704,98.0222,95.546,96.5266,97.073,96.9674,95.8761,95.7188,94.2622,95.4764,95.9662,117.354,114.289,103.803,116.713,114.411,107.557,115.476,117.119,114.652,115.894,117.696,114.259,114.037,95.869,115.965,99.3513,96.0731,100.137,99.3824,97.6358,99.8283,98.4823,97.6381,98.4467,100.774,100.199,89.226,96.7753,86.9367,95.1616,92.5502,94.9395,98.7649,97.4482,91.9703,98.1988,100.606,99.9867,98.9992,98.3085,98.3882,98.9386,97.0169,99.476,100.448,99.6369
1603.5203,95.1736,98.6963,101.541,101.245,97.7549,98.207,92.5243,99.5598,68.0592,94.9761,89.3249,97.7964,101.254,88.6252,96.5618,93.9386,97.9251,92.1033,101.923,99.9167,95.0754,106.779,98.5009,106.763,106.013,103.977,108.199,105.12,106.249,100.553,96.6954,105.238,107.087,87.1678,84.9876,105.668,104.796,97.0496,101.901,106.713,98.747,99.0159,100.225,102.446,96.6663,94.3545,98.8075,92.6458,97.3425,96.6394,97.0228,97.1468,96.3695,98.5427,97.9938,95.4998,96.4611,97.0049,96.9258,95.8324,95.8309,94.1698,95.4108,95.9054,117.33,114.262,103.721,116.687,114.377,107.462,115.439,117.083,114.619,115.857,117.673,114.233,114.003,95.8427,115.943,99.3446,96.0798,100.137,99.3582,97.6257,99.8277,98.4705,97.6211,98.4397,100.785,100.206,89.9274,96.7853,87.1265,95.1015,92.8412,94.8694,98.7566,97.4317,92.1139,98.187,100.609,99.982,98.9923,98.3225,98.3872,98.9341,96.9963,99.4813,100.451,99.6402
1604.4845,95.1138,98.657,101.505,101.21,97.7154,98.1692,92.3957,99.4607,66.7136,94.8524,90.2604,97.6954,101.182,87.8751,96.7566,94.1465,97.912,91.8897,101.91,99.9053,94.9212,106.764,98.293,106.742,105.988,103.955,108.191,105.346,106.426,100.424,96.4242,105.149,107.032,86.713,84.6228,105.606,104.702,96.8689,101.823,106.64,98.6274,98.9608,100.143,102.359,97.2873,94.3274,98.7028,92.2608,97.3258,96.6286,97.0038,97.1258,96.3301,98.5208,97.9703,95.4589,96.4001,96.9437,96.8905,95.7984,95.9877,94.0864,95.3536,95.851,117.312,114.236,103.641,116.665,114.346,107.36,115.407,117.049,114.593,115.828,117.657,114.21,113.974,95.8189,115.927,99.3381,96.0821,100.136,99.332,97.6096,99.8255,98.4524,97.6006,98.4311,100.793,100.207,90.7346,96.7974,87.3326,95.0426,93.1748,94.8008,98.7489,97.4154,92.2395,98.1705,100.61,99.9772,98.9832,98.3345,98.3882,98.9246,96.9724,99.4838,100.454,99.6445
1605.4487,95.0395,98.5972,101.451,101.147,97.6474,98.0983,92.2308,99.3236,65.3432,94.6842,91.1999,97.5421,101.056,87.0622,96.933,94.3479,97.8881,91.67,101.892,99.8856,94.7559,106.745,98.0808,106.716,105.96,103.928,108.181,105.566,106.6,100.287,96.1262,105.038,106.952,86.2246,84.2265,105.508,104.574,96.6529,101.705,106.528,98.4661,98.8602,100.013,102.223,97.8863,94.2462,98.5383,91.8225,97.3001,96.6078,96.9728,97.0911,96.2776,98.4855,97.9332,95.403,96.3233,96.8646,96.8373,95.748,96.1385,93.9869,95.2796,95.7763,117.298,114.208,103.559,116.641,114.311,107.243,115.372,117.013,114.566,115.799,117.638,114.184,113.942,95.7972,115.91,99.3345,96.0788,100.134,99.3058,97.5911,99.8262,98.4334,97.5798,98.4254,100.801,100.209,91.5536,96.8125,87.5536,94.9866,93.5098,94.7347,98.7463,97.4018,92.3473,98.1527,100.615,99.9769,98.9763,98.3498,98.3955,98.9151,96.9498,99.4878,100.464,99.6548
1606.413,94.9487,98.5159,101.37,101.05,97.5453,97.9899,92.0213,99.1414,63.9293,94.4595,92.048,97.3247,100.866,86.2548,97.0798,94.5279,97.8541,91.4419,101.869,99.8567,94.5771,106.718,97.864,106.687,105.93,103.893,108.165,105.765,106.756,100.138,95.7926,104.898,106.839,85.6947,83.7925,105.366,104.404,96.3941,101.539,106.367,98.2565,98.705,99.8247,102.028,98.3976,94.103,98.3057,91.3176,97.2626,96.5724,96.925,97.0382,96.2044,98.4305,97.8777,95.3261,96.2247,96.7588,96.7599,95.6721,96.2606,93.8638,95.1811,95.6744,117.279,114.172,103.469,116.608,114.264,107.105,115.324,116.968,114.527,115.759,117.605,114.147,113.899,95.7773,115.886,99.3358,96.0708,100.132,99.2808,97.5722,99.8301,98.4149,97.5582,98.4222,100.809,100.213,92.3288,96.8309,87.7939,94.9331,93.822,94.6687,98.7498,97.3899,92.44,98.1351,100.622,99.981,98.9722,98.3705,98.4089,98.9074,96.928,99.4937,100.482,99.6703
1607.3772,94.8552,98.4407,101.293,100.953,97.445,97.8848,91.8045,98.9644,62.471,94.2291,92.8133,97.1079,100.682,85.6065,97.1958,94.6832,97.8164,91.2085,101.85,99.8296,94.3917,106.688,97.6452,106.66,105.905,103.854,108.147,105.941,106.894,99.9822,95.4428,104.761,106.729,85.152,83.3539,105.226,104.236,96.1382,101.375,106.209,98.0545,98.5532,99.6388,101.84,98.8585,93.9675,98.0774,90.8143,97.2209,96.5306,96.8723,96.9819,96.1226,98.371,97.8211,95.2448,96.1232,96.6446,96.6797,95.5907,96.3683,93.7379,95.0791,95.5699,117.248,114.124,103.367,116.562,114.203,106.947,115.257,116.913,114.472,115.703,117.553,114.097,113.845,95.7587,115.851,99.3425,96.0604,100.129,99.2562,97.5526,99.8328,98.3933,97.5314,98.4162,100.812,100.216,93.03,96.851,88.0575,94.8779,94.0987,94.5965,98.7558,97.3747,92.5212,98.1152,100.63,99.9853,98.9661,98.3931,98.423,98.8983,96.9012,99.4966,100.5,99.6839
1608.3414,94.7812,98.4136,101.268,100.913,97.4042,97.8474,91.6426,98.8741,60.9981,94.0807,93.5558,97.0019,100.619,85.3048,97.2844,94.8124,97.7829,90.9786,101.849,99.82,94.2126,106.662,97.4313,106.643,105.891,103.82,108.132,106.096,107.022,99.8301,95.1203,104.678,106.681,84.6552,82.974,105.164,104.146,95.9621,101.299,106.143,97.9519,98.4997,99.5568,101.762,99.3536,93.9491,97.9673,90.4347,97.188,96.4994,96.8374,96.9492,96.0597,98.3356,97.7933,95.1901,96.0541,96.5595,96.6348,95.5427,96.4945,93.6494,95.0139,95.5063,117.208,114.069,103.252,116.512,114.132,106.774,115.178,116.853,114.406,115.639,117.496,114.046,113.787,95.74,115.815,99.3528,96.0489,100.125,99.2299,97.5304,99.8278,98.364,97.4932,98.4008,100.806,100.21,93.6292,96.8692,88.3361,94.8144,94.329,94.5112,98.7578,97.3509,92.5939,98.0875,100.632,99.9838,98.9512,98.4091,98.4288,98.8823,96.8619,99.4899,100.509,99.6865
1609.3057,94.7377,98.4547,101.325,100.967,97.4534,97.9112,91.5712,98.9142,59.5685,94.0677,94.2957,97.0718,100.745,85.4394,97.3491,94.9103,97.7561,90.7616,101.869,99.8339,94.0498,106.648,97.2318,106.637,105.89,103.797,108.13,106.232,107.146,99.6923,94.8639,104.679,106.731,84.2557,82.7031,105.227,104.179,95.9116,101.359,106.221,98.0014,98.5963,99.6342,101.85,99.914,94.1031,98.0341,90.2614,97.1719,96.4911,96.8357,96.9567,96.0369,98.3426,97.8113,95.1808,96.041,96.5304,96.6478,95.5529,96.653,93.6236,95.0121,95.5109,117.169,114.02,103.136,116.474,114.068,106.602,115.103,116.805,114.35,115.583,117.455,114.01,113.742,95.7189,115.795,99.363,96.0365,100.118,99.1994,97.5048,99.8121,98.3261,97.4415,98.3739,100.789,100.192,94.0969,96.8809,88.6033,94.7383,94.5014,94.4107,98.7499,97.317,92.6605,98.0475,100.627,99.9739,98.9238,98.4108,98.4195,98.8565,96.8086,99.4705,100.501,99.674
1610.2699,94.7108,98.5346,101.435,101.081,97.5551,98.0348,91.5559,99.0348,58.2373,94.1461,94.9619,97.2598,100.992,85.8951,97.3927,94.9702,97.7292,90.561,101.896,99.859,93.901,106.646,97.0528,106.638,105.899,103.785,108.141,106.341,107.256,99.568,94.6738,104.735,106.847,83.9528,82.5312,105.371,104.292,95.9474,101.506,106.393,98.1531,98.786,99.8108,102.042,100.456,94.3571,98.205,90.2494,97.1662,96.5005,96.8583,96.9909,96.0479,98.3776,97.8579,95.2019,96.0685,96.5443,96.6982,95.6033,96.8138,93.6419,95.0563,95.5623,117.149,113.99,103.032,116.464,114.025,106.444,115.053,116.781,114.32,115.553,117.45,114.003,113.724,95.6934,115.803,99.3696,96.022,100.111,99.1641,97.4768,99.789,98.2843,97.3805,98.3392,100.766,100.167,94.4212,96.8831,88.8268,94.6512,94.6119,94.3008,98.7307,97.2772,92.7209,97.9958,100.615,99.9583,98.8862,98.3957,98.3948,98.8235,96.7476,99.4414,100.478,99.6501
1611.2341,94.6674,98.5875,101.522,101.173,97.6205,98.1199,91.507,99.1133,57.0172,94.1913,95.4295,97.4075,101.184,86.4085,97.4168,94.9901,97.6915,90.373,101.91,99.8706,93.7537,106.648,96.8936,106.635,105.905,103.774,108.156,106.415,107.337,99.4442,94.5077,104.769,106.939,83.6901,82.3896,105.486,104.376,95.9619,101.613,106.527,98.2766,98.9273,99.9374,102.181,100.828,94.546,98.3105,90.243,97.1529,96.5057,96.8748,97.0136,96.0582,98.3992,97.888,95.2097,96.088,96.5521,96.731,95.6395,96.9185,93.6483,95.0909,95.5994,117.155,113.986,102.948,116.481,114.006,106.307,115.033,116.785,114.319,115.548,117.481,114.022,113.729,95.6629,115.835,99.3711,96.0044,100.104,99.1234,97.4466,99.7632,98.2424,97.3148,98.3,100.74,100.138,94.617,96.8766,88.9896,94.5595,94.6681,94.19,98.7027,97.236,92.773,97.9359,100.598,99.9406,98.8429,98.3664,98.3577,98.7857,96.685,99.406,100.447,99.6189
1612.1984,94.5746,98.5494,101.507,101.153,97.5616,98.0689,91.3356,99.0275,55.8615,94.0723,95.5948,97.3501,101.144,86.7284,97.4222,94.9743,97.6338,90.1927,101.891,99.8473,93.5952,106.646,96.7505,106.619,105.897,103.754,108.162,106.446,107.37,99.3006,94.3102,104.7,106.915,83.3966,82.1983,105.457,104.313,95.8451,101.556,106.489,98.2406,98.8773,99.8635,102.113,100.898,94.5099,98.1826,90.0768,97.1138,96.4808,96.8515,96.9848,96.0268,98.3633,97.8551,95.1566,96.0465,96.4987,96.6886,95.6023,96.9144,93.5831,95.0546,95.5579,117.181,113.996,102.879,116.513,114,106.189,115.031,116.8,114.332,115.556,117.529,114.049,113.742,95.6284,115.876,99.3682,95.9843,100.097,99.077,97.4117,99.7365,98.199,97.2442,98.2543,100.708,100.102,94.7157,96.8646,89.0987,94.4703,94.6844,94.0849,98.6686,97.1943,92.8162,97.8706,100.576,99.9208,98.7953,98.3259,98.3106,98.7418,96.6195,99.3638,100.407,99.5798
1613.1626,94.4107,98.3837,101.337,100.964,97.3272,97.8248,90.994,98.7079,54.6695,93.7093,95.4136,96.9841,100.762,86.7174,97.4071,94.9295,97.5506,90.0237,101.832,99.7784,93.4231,106.63,96.6239,106.582,105.864,103.714,108.146,106.434,107.344,99.1137,94.041,104.473,106.714,83.0259,81.9079,105.209,104.029,95.5308,101.256,106.191,97.9676,98.545,99.4952,101.738,100.601,94.1551,97.7155,89.652,97.0368,96.406,96.7636,96.8771,95.9221,98.2395,97.7276,95.0087,95.9077,96.3456,96.5316,95.4503,96.7724,93.4062,94.9043,95.3958,117.205,114,102.81,116.534,113.984,106.088,115.022,116.799,114.332,115.552,117.56,114.059,113.738,95.5918,115.897,99.3622,95.9637,100.089,99.027,97.3708,99.7112,98.1522,97.1687,98.2011,100.67,100.06,94.7557,96.8517,89.179,94.3919,94.6772,93.9922,98.6329,97.1512,92.8615,97.8038,100.548,99.8988,98.7455,98.2809,98.2586,98.6923,96.5477,99.3167,100.362,99.534
1614.1268,94.1716,98.093,101.008,100.604,96.922,97.3913,90.5012,98.1649,53.2995,93.1061,94.9198,96.3038,100.033,86.3795,97.3676,94.8634,97.4394,89.887,101.734,99.6663,93.2545,106.593,96.5265,106.526,105.799,103.648,108.099,106.382,107.256,98.86,93.6954,104.076,106.322,82.5831,81.5254,104.73,103.51,95.0212,100.702,105.618,97.4609,97.9177,98.8222,101.047,99.9589,93.4814,96.8918,88.9786,96.9209,96.2736,96.6022,96.6848,95.7337,98.0212,97.4988,94.7552,95.665,96.0851,96.251,95.1719,96.4967,93.1108,94.6282,95.1073,117.201,113.969,102.716,116.511,113.923,106.008,114.971,116.745,114.285,115.504,117.536,114.019,113.687,95.5548,115.865,99.3534,95.9461,100.081,98.983,97.3276,99.6948,98.1063,97.0953,98.1481,100.638,100.023,94.7834,96.843,89.2668,94.3366,94.6638,93.9241,98.6048,97.1084,92.9393,97.7441,100.521,99.8795,98.7015,98.2467,98.215,98.6463,96.4715,99.2773,100.323,99.4936
1615.0911,93.8837,97.7417,100.59,100.153,96.439,96.8686,89.9775,97.5336,51.6258,92.4023,94.2747,95.4608,99.1256,85.8902,97.3027,94.7882,97.3056,89.825,101.619,99.5335,93.1345,106.535,96.4851,106.458,105.705,103.559,108.022,106.303,107.124,98.5308,93.3299,103.57,105.813,82.1524,81.1422,104.112,102.851,94.4304,100.008,104.886,96.8513,97.1176,97.9775,100.176,99.1372,92.6428,95.848,88.2329,96.7856,96.1019,96.3902,96.4424,95.4933,97.7485,97.2102,94.4332,95.3663,95.767,95.8957,94.8136,96.1521,92.7512,94.2749,94.7525,117.14,113.873,102.571,116.417,113.786,105.966,114.843,116.602,114.161,115.385,117.426,113.906,113.565,95.5197,115.754,99.3421,95.9348,100.074,98.9598,97.2885,99.696,98.0681,97.0333,98.107,100.63,100.007,94.8412,96.843,89.398,94.3195,94.6595,93.8966,98.5946,97.0688,93.0925,97.7004,100.506,99.8683,98.6727,98.2411,98.1961,98.617,96.3955,99.262,100.305,99.4752
1616.0553,93.6183,97.4681,100.255,99.8027,96.0746,96.4705,89.6442,97.0871,49.6956,91.8933,93.7937,94.7998,98.4212,85.5893,97.225,94.7245,97.1695,89.8748,101.532,99.4281,93.1202,106.468,96.5223,106.401,105.603,103.468,107.939,106.233,106.999,98.1649,93.0716,103.127,105.386,81.8912,80.9278,103.598,102.297,94.005,99.4424,104.283,96.4198,96.4535,97.2867,99.4641,98.4942,91.9893,94.9403,87.7662,96.6774,95.9505,96.2009,96.2415,95.2943,97.5267,96.9727,94.1533,95.1334,95.5189,95.5986,94.508,95.8843,92.4642,93.9805,94.4783,117.02,113.715,102.375,116.259,113.577,105.977,114.644,116.379,113.971,115.203,117.243,113.737,113.384,95.4887,115.578,99.3294,95.9287,100.065,98.9653,97.2537,99.7097,98.0357,96.9796,98.0773,100.644,100.009,94.9327,96.8512,89.5781,94.3426,94.6679,93.9116,98.6017,97.0312,93.3355,97.6689,100.502,99.8599,98.6565,98.2637,98.2018,98.604,96.3182,99.2701,100.307,99.4791
1617.0195,93.4531,97.3944,100.168,99.7291,95.9981,96.3845,89.6571,97.0483,47.8355,91.8304,93.7473,94.6392,98.2698,85.7399,97.1628,94.6897,97.0603,90.0079,101.51,99.3914,93.2148,106.416,96.6158,106.375,105.533,103.406,107.888,106.209,106.943,97.8508,93.0226,102.934,105.247,81.8952,80.9883,103.433,102.101,93.9552,99.272,104.103,96.406,96.2381,97.0709,99.2468,98.3602,91.846,94.5421,87.841,96.64,95.8875,96.1182,96.1753,95.2359,97.4622,96.9002,94.0379,95.0838,95.4641,95.4976,94.3973,95.8287,92.3826,93.8874,94.4239,116.898,113.557,102.178,116.104,113.368,106.03,114.446,116.163,113.793,115.03,117.074,113.583,113.215,95.4621,115.417,99.3188,95.9214,100.055,98.9905,97.2223,99.7207,98.0058,96.9267,98.0526,100.664,100.01,95.0196,96.8596,89.757,94.382,94.6778,93.944,98.6124,96.996,93.6136,97.6364,100.504,99.8469,98.6425,98.2925,98.2141,98.5969,96.245,99.2844,100.315,99.4906
1617.9838,93.3875,97.4871,100.304,99.8947,96.1539,96.5551,89.9059,97.3227,46.3813,92.1225,94.0544,94.9078,98.5931,86.2181,97.1343,94.679,96.9851,90.1295,101.537,99.409,93.3371,106.392,96.7001,106.377,105.508,103.381,107.883,106.229,106.965,97.6431,93.1255,102.987,105.378,82.0543,81.2109,103.59,102.237,94.1974,99.4523,104.307,96.7163,96.4331,97.2796,99.4742,98.6587,92.1348,94.6279,88.2876,96.6624,95.9136,96.144,96.232,95.3092,97.5399,96.9795,94.084,95.1928,95.5762,95.5785,94.4728,95.9523,92.4794,93.9816,94.5566,116.837,113.465,102.04,116.025,113.234,106.082,114.327,116.04,113.699,114.933,116.997,113.511,113.125,95.4375,115.344,99.3139,95.9081,100.048,99.0202,97.2023,99.7286,97.9898,96.8846,98.0434,100.691,100.019,95.0808,96.8609,89.8739,94.4072,94.6794,93.9637,98.6184,96.9729,93.8492,97.6021,100.515,99.8385,98.6348,98.3137,98.2257,98.5974,96.2001,99.3015,100.331,99.5101
1618.948,93.3476,97.6011,100.487,100.099,96.3312,96.7555,90.1377,97.6122,45.3402,92.4469,94.3901,95.2417,98.9907,86.6677,97.1301,94.6717,96.9233,90.173,101.566,99.4288,93.4043,106.384,96.7292,106.384,105.509,103.374,107.902,106.262,107.013,97.5079,93.2243,103.105,105.571,82.1671,81.3849,103.816,102.446,94.4555,99.6958,104.589,97.04,96.7134,97.5678,99.7889,99.016,92.4827,94.8295,88.6976,96.6942,95.9666,96.2033,96.3161,95.4145,97.648,97.0939,94.1772,95.3294,95.717,95.7014,94.5962,96.1031,92.6078,94.1195,94.7182,116.845,113.445,101.966,116.023,113.181,106.103,114.294,116.016,113.689,114.912,117.011,113.512,113.111,95.413,115.355,99.3147,95.8898,100.047,99.0451,97.1978,99.7413,97.9945,96.8615,98.0572,100.731,100.048,95.1234,96.8553,89.9196,94.409,94.6721,93.9614,98.6215,96.9665,94.0159,97.573,100.536,99.845,98.64,98.3293,98.2394,98.6095,96.1935,99.3266,100.36,99.5426
1619.9122,93.2648,97.6301,100.575,100.189,96.3785,96.8212,90.1977,97.7132,44.4885,92.5752,94.5207,95.3641,99.1588,86.8557,97.1305,94.6528,96.8524,90.1369,101.564,99.4157,93.3931,106.374,96.7003,106.375,105.509,103.359,107.917,106.278,107.038,97.3765,93.2124,103.134,105.657,82.121,81.3918,103.911,102.518,94.5405,99.7812,104.708,97.1649,96.8201,97.6675,99.9121,99.1575,92.6166,94.8446,88.8184,96.6984,95.9917,96.2291,96.3522,95.47,97.6988,97.15,94.2192,95.3945,95.7824,95.7534,94.6535,96.1709,92.6564,94.1852,94.7909,116.89,113.46,101.92,116.055,113.164,106.088,114.3,116.036,113.713,114.922,117.061,113.539,113.128,95.3891,115.4,99.3187,95.8692,100.049,99.0608,97.1984,99.7561,98.0068,96.8443,98.079,100.774,100.086,95.1481,96.8478,89.9219,94.3935,94.6567,93.9402,98.6216,96.9673,94.1306,97.5473,100.559,99.8601,98.6502,98.3385,98.251,98.6214,96.2047,99.3518,100.394,99.5769
1620.8765,93.1111,97.5512,100.53,100.125,96.2638,96.7174,90.0708,97.5903,43.6088,92.4601,94.3993,95.2054,99.0226,86.7503,97.1214,94.6193,96.7633,90.049,101.526,99.364,93.3208,106.35,96.6298,106.347,105.491,103.321,107.91,106.265,107.02,97.1994,93.0639,103.024,105.582,81.9075,81.2242,103.815,102.391,94.4155,99.6505,104.596,97.0523,96.6781,97.5063,99.768,99.022,92.4755,94.5846,88.6199,96.6662,95.9685,96.1966,96.3191,95.4493,97.6662,97.1187,94.1761,95.3613,95.7442,95.699,94.6077,96.1311,92.5949,94.1424,94.7439,116.932,113.466,101.866,116.077,113.137,106.046,114.295,116.047,113.722,114.92,117.098,113.55,113.134,95.3681,115.432,99.3236,95.8481,100.051,99.0668,97.1917,99.7659,98.0092,96.815,98.089,100.804,100.117,95.1519,96.8431,89.9104,94.3693,94.6346,93.9057,98.6176,96.963,94.219,97.52,100.574,99.8722,98.6532,98.3391,98.2542,98.6188,96.2085,99.3666,100.42,99.5987
1621.8407,92.8957,97.4021,100.389,99.9538,96.0416,96.5033,89.8306,97.3252,42.5955,92.1833,94.1158,94.8528,98.6794,86.4555,97.0976,94.576,96.6619,89.9409,101.466,99.2882,93.2196,106.307,96.536,106.303,105.452,103.26,107.88,106.228,106.966,96.9613,92.8089,102.805,105.389,81.5813,80.9419,103.585,102.116,94.1488,99.3691,104.321,96.783,96.3542,97.1599,99.4338,98.7027,92.1527,94.1322,88.2163,96.6089,95.9052,96.1157,96.2358,95.3685,97.5708,97.0203,94.0646,95.2549,95.6298,95.5633,94.4832,96.02,92.4522,94.0172,94.6094,116.943,113.437,101.776,116.061,113.071,105.989,114.248,116.019,113.689,114.88,117.092,113.526,113.11,95.353,115.426,99.3273,95.8274,100.049,99.0672,97.1729,99.7684,97.9931,96.7676,98.0786,100.816,100.136,95.1412,96.8434,89.9034,94.343,94.6104,93.8637,98.6111,96.9477,94.3011,97.4914,100.578,99.8762,98.6435,98.334,98.249,98.5983,96.1936,99.3689,100.436,99.6054
1622.8049,92.6589,97.2569,100.244,99.7786,95.8206,96.2957,89.5996,97.0685,41.491,91.9059,93.8451,94.4954,98.337,86.1575,97.0627,94.534,96.5678,89.8413,101.407,99.2157,93.1261,106.249,96.4362,106.259,105.403,103.188,107.838,106.184,106.906,96.6867,92.5227,102.57,105.185,81.2407,80.6495,103.349,101.825,93.8764,99.0852,104.041,96.515,96.0134,96.8047,99.0895,98.3926,91.8401,93.6898,87.813,96.5509,95.832,96.0232,96.1489,95.2746,97.4654,96.9098,93.9391,95.1365,95.5049,95.4155,94.3477,95.9116,92.2985,93.8802,94.4633,116.914,113.366,101.646,116.002,112.968,105.924,114.152,115.949,113.613,114.806,117.042,113.468,113.056,95.3458,115.381,99.3285,95.8074,100.042,99.0662,97.1444,99.7649,97.9584,96.7064,98.0479,100.814,100.142,95.127,96.8466,89.9039,94.3165,94.589,93.8173,98.6032,96.9206,94.3819,97.4635,100.573,99.8719,98.6204,98.3269,98.2379,98.5646,96.1597,99.3609,100.443,99.6005
